tumors	patients	mock_pseudospace	tumors.1	patients.1	tgfb_pseudospace
BLCA	BLCA.TCGA.UY.A78N.01A.12R.A33J.07	54.6715138305976	BLCA	BLCA.TCGA.UY.A78N.01A.12R.A33J.07	94.2128232906012
BLCA	BLCA.TCGA.UY.A78O.01A.12R.A33J.07	47.566220019765	BLCA	BLCA.TCGA.UY.A78O.01A.12R.A33J.07	28.3137222009379
BLCA	BLCA.TCGA.UY.A8OB.01A.12R.A42T.07	56.7727936888923	BLCA	BLCA.TCGA.UY.A8OB.01A.12R.A42T.07	44.9596479749452
BLCA	BLCA.TCGA.UY.A8OC.01A.11R.A36F.07	56.8549455689243	BLCA	BLCA.TCGA.UY.A8OC.01A.11R.A36F.07	42.9148943648333
BLCA	BLCA.TCGA.UY.A8OD.01A.11R.A36F.07	50.990061066177	BLCA	BLCA.TCGA.UY.A8OD.01A.11R.A36F.07	46.7433592035568
BLCA	BLCA.TCGA.UY.A9PB.01A.11R.A38B.07	63.3363397282962	BLCA	BLCA.TCGA.UY.A9PB.01A.11R.A38B.07	48.455108817351
BLCA	BLCA.TCGA.UY.A9PD.01A.11R.A38B.07	51.9520282452913	BLCA	BLCA.TCGA.UY.A9PD.01A.11R.A38B.07	60.235216801483
BLCA	BLCA.TCGA.UY.A9PE.01A.11R.A38B.07	50.8374777519284	BLCA	BLCA.TCGA.UY.A9PE.01A.11R.A38B.07	50.3580791309271
BLCA	BLCA.TCGA.UY.A9PF.01A.11R.A38B.07	47.7127644395718	BLCA	BLCA.TCGA.UY.A9PF.01A.11R.A38B.07	44.231909614261
BLCA	BLCA.TCGA.UY.A9PH.01A.11R.A38B.07	50.6066257326251	BLCA	BLCA.TCGA.UY.A9PH.01A.11R.A38B.07	35.4780213371768
KIRP	KIRP.TCGA.UZ.A9PJ.01A.11R.A38C.07	53.5326842838165	KIRP	KIRP.TCGA.UZ.A9PJ.01A.11R.A38C.07	36.6108751219077
KIRP	KIRP.TCGA.UZ.A9PK.01A.11R.A38C.07	54.7709632544048	KIRP	KIRP.TCGA.UZ.A9PK.01A.11R.A38C.07	41.1894478812524
KIRP	KIRP.TCGA.UZ.A9PL.01A.11R.A38C.07	52.6002014533546	KIRP	KIRP.TCGA.UZ.A9PL.01A.11R.A38C.07	39.413436843263
KIRP	KIRP.TCGA.UZ.A9PM.01A.21R.A38C.07	54.8092943827507	KIRP	KIRP.TCGA.UZ.A9PM.01A.21R.A38C.07	46.2178223024844
KIRP	KIRP.TCGA.UZ.A9PN.01A.11R.A38C.07	58.5754234683555	KIRP	KIRP.TCGA.UZ.A9PN.01A.11R.A38C.07	55.4371801750736
KIRP	KIRP.TCGA.UZ.A9PO.01A.11R.A38C.07	53.8731241135845	KIRP	KIRP.TCGA.UZ.A9PO.01A.11R.A38C.07	45.4712337798569
KIRP	KIRP.TCGA.UZ.A9PP.01A.11R.A42S.07	55.483408574716	KIRP	KIRP.TCGA.UZ.A9PP.01A.11R.A42S.07	53.9448022465759
KIRP	KIRP.TCGA.UZ.A9PR.01A.11R.A42S.07	52.9933705929873	KIRP	KIRP.TCGA.UZ.A9PR.01A.11R.A42S.07	36.9923752623193
KIRP	KIRP.TCGA.UZ.A9PS.01A.11R.A42S.07	57.1184721933102	KIRP	KIRP.TCGA.UZ.A9PS.01A.11R.A42S.07	47.4552677226742
KIRP	KIRP.TCGA.UZ.A9PU.01A.11R.A42S.07	53.2387839424118	KIRP	KIRP.TCGA.UZ.A9PU.01A.11R.A42S.07	36.3947423261642
KIRP	KIRP.TCGA.UZ.A9PV.01A.11R.A42S.07	54.7552754399301	KIRP	KIRP.TCGA.UZ.A9PV.01A.11R.A42S.07	50.6515957466831
KIRP	KIRP.TCGA.UZ.A9PX.01A.11R.A42S.07	51.8764607054359	KIRP	KIRP.TCGA.UZ.A9PX.01A.11R.A42S.07	40.926311237025
KIRP	KIRP.TCGA.UZ.A9PZ.01A.11R.A42S.07	50.9447326302678	KIRP	KIRP.TCGA.UZ.A9PZ.01A.11R.A42S.07	37.6823238424329
KIRP	KIRP.TCGA.UZ.A9Q0.01A.12R.A42S.07	51.5962515292092	KIRP	KIRP.TCGA.UZ.A9Q0.01A.12R.A42S.07	42.2719149448854
KIRP	KIRP.TCGA.UZ.A9Q1.01A.11R.A42S.07	52.5643221367678	KIRP	KIRP.TCGA.UZ.A9Q1.01A.11R.A42S.07	46.5640100919858
PRAD	PRAD.TCGA.V1.A8MF.01A.11R.A36G.07	50.1721837412526	PRAD	PRAD.TCGA.V1.A8MF.01A.11R.A36G.07	41.0632476995757
PRAD	PRAD.TCGA.V1.A8ML.01A.11R.A37L.07	48.9415243632414	PRAD	PRAD.TCGA.V1.A8ML.01A.11R.A37L.07	45.5139649149064
PRAD	PRAD.TCGA.V1.A8MM.01A.11R.A37L.07	50.0288539807576	PRAD	PRAD.TCGA.V1.A8MM.01A.11R.A37L.07	42.4463142291264
PRAD	PRAD.TCGA.V1.A8MU.01A.11R.A37L.07	50.1365981683401	PRAD	PRAD.TCGA.V1.A8MU.01A.11R.A37L.07	47.054007372072
PRAD	PRAD.TCGA.V1.A8WL.01A.11R.A37L.07	51.6201120253689	PRAD	PRAD.TCGA.V1.A8WL.01A.11R.A37L.07	41.4685710700793
